Bradi3g19770	
Bradi3g19780	GO:0005515
Bradi3g19799	
Bradi3g19800	GO:0003712, GO:0005515, GO:0006355,  GO:0005515
Bradi3g19810	GO:0005515, GO:0006886
Bradi3g19820	GO:0005515
Bradi3g19830	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g19836	
Bradi3g19850	GO:0004017, GO:0005524, GO:0006139, GO:0016776, GO:0019205
Bradi3g19862	GO:0016021
Bradi3g19870	GO:0003676
Bradi3g19875	
Bradi3g19880	
Bradi3g19890	GO:0005524
Bradi3g19893	
Bradi3g19897	GO:0005515
Bradi3g19910	GO:0005488
Bradi3g19920	GO:0000413, GO:0003755, GO:0006457
Bradi3g19927	GO:0003677, GO:0005634, GO:0006355
Bradi3g19931	
Bradi3g19932	
Bradi3g19933	
Bradi3g19934	
Bradi3g19936	
Bradi3g19940	
Bradi3g19947	GO:0005515
Bradi3g19960	GO:0000166, GO:0004812, GO:0004829, GO:0005524, GO:0005737, GO:0006418, GO:0006435, GO:0016876, GO:0043039
Bradi3g19967	GO:0043531
Bradi3g19980	GO:0005515
Bradi3g19990	GO:0005089, GO:0035023
Bradi3g20000	GO:0003824, GO:0050662, GO:0080019,  GO:0080019
Bradi3g20005	GO:0005680, GO:0030071, GO:0031145
Bradi3g20010	
Bradi3g20020	GO:0009247, GO:0016758
Bradi3g20030	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g20045	GO:0005524, GO:0006810, GO:0016021, GO:0016887, GO:0042626, GO:0055085
Bradi3g20060	GO:0005515
Bradi3g20070	GO:0005216, GO:0005247, GO:0006821, GO:0016020, GO:0055085
Bradi3g20080	
Bradi3g20090	
Bradi3g20101	
Bradi3g20106	
Bradi3g20110	GO:0005515
Bradi3g20115	
Bradi3g20120	GO:0005985, GO:0016157, GO:0046524
Bradi3g20130	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi3g20141	
Bradi3g20150	GO:0003676, GO:0003684, GO:0003906, GO:0006281, GO:0006284, GO:0006289, GO:0008270, GO:0008534, GO:0016799,  GO:0003676, GO:0003684, GO:0003906, GO:0006284, GO:0006289, GO:0008270, GO:0016799
Bradi3g20160	GO:0003676, GO:0003677, GO:0006139, GO:0008408
Bradi3g20170	GO:0003676, GO:0006139, GO:0008408
Bradi3g20180	GO:0003676
Bradi3g20190	GO:0003676
Bradi3g20200	GO:0005515
Bradi3g20207	GO:0008152, GO:0016597
Bradi3g20220	GO:0005488, GO:0005515, GO:0016773, GO:0046854, GO:0048015
Bradi3g20317	
Bradi3g20385	
Bradi3g20420	
Bradi3g20424	
Bradi3g20430	GO:0016021
Bradi3g20440	GO:0003735, GO:0006412, GO:0015934
Bradi3g20450	GO:0000145, GO:0006904, GO:0015031
Bradi3g20460	GO:0000166, GO:0003676, GO:0003723
Bradi3g20470	
Bradi3g20480	GO:0005515
Bradi3g20490	GO:0005515
Bradi3g20510	GO:0005515
Bradi3g20516	
Bradi3g20517	
Bradi3g20520	GO:0003743, GO:0003924, GO:0005525, GO:0005622, GO:0006413
Bradi3g20530	GO:0005515
Bradi3g20537	GO:0004650, GO:0005975
Bradi3g20550	GO:0016757, GO:0047262
Bradi3g20560	
Bradi3g20580	GO:0004252, GO:0006508
Bradi3g20590	GO:0003922, GO:0005524, GO:0006164, GO:0006177, GO:0006541, GO:0016462, GO:0016787,  GO:0003922, GO:0005524, GO:0006177, GO:0006541, GO:0016462, GO:0016787
Bradi3g20597	GO:0008168, GO:0008171, GO:0046983
Bradi3g20610	GO:0005975, GO:0016837
Bradi3g20615	
Bradi3g20620	GO:0005515
Bradi3g20625	GO:0006952
Bradi3g20640	
Bradi3g20645	
Bradi3g20650	GO:0003723, GO:0004540, GO:0006396, GO:0030246, GO:2001070
Bradi3g20660	GO:0005506
Bradi3g20670	GO:0008152, GO:0008667, GO:0016491, GO:0019290, GO:0055114
Bradi3g20674	
Bradi3g20677	GO:0016491, GO:0055114
Bradi3g20690	GO:0045145
Bradi3g20700	GO:0000166, GO:0003676
Bradi3g20710	GO:0055085
Bradi3g20720	
Bradi3g20725	
Bradi3g20732	
Bradi3g20740	
Bradi3g20750	
Bradi3g20762	
Bradi3g20770	GO:0004553, GO:0005975
Bradi3g20780	GO:0005515
Bradi3g20790	GO:0004843
Bradi3g20800	GO:0005506, GO:0009055, GO:0015979, GO:0020037, GO:0031361
Bradi3g20810	GO:0008270, GO:0016491, GO:0055114
Bradi3g20818	GO:0005515
Bradi3g20830	
Bradi3g20840	
Bradi3g20850	GO:0003824, GO:0006633, GO:0008152, GO:0008610, GO:0016020, GO:0016747
Bradi3g20853	
Bradi3g20856	
Bradi3g20858	
Bradi3g20860	GO:0008146
Bradi3g20867	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi3g20880	GO:0003824, GO:0005975, GO:0016853, GO:0019318, GO:0030246
Bradi3g20890	GO:0016884
Bradi3g20910	GO:0006511
Bradi3g20916	GO:0006511
Bradi3g20922	
Bradi3g20930	
Bradi3g20940	GO:0000413, GO:0003755, GO:0006457
Bradi3g20946	
Bradi3g20952	
Bradi3g20960	GO:0004499, GO:0050660, GO:0050661, GO:0055114
Bradi3g20965	
Bradi3g20970	
Bradi3g20980	
Bradi3g21000	
Bradi3g21010	
Bradi3g21013	GO:0016021, GO:0022857, GO:0055085
Bradi3g21017	
Bradi3g21020	GO:0008152, GO:0016758
Bradi3g21030	
Bradi3g21042	GO:0030410, GO:0030418
Bradi3g21050	GO:0005488, GO:0005515
Bradi3g21060	GO:0005488, GO:0005515
Bradi3g21070	
Bradi3g21077	GO:0005215, GO:0016021
Bradi3g21090	
Bradi3g21091	
Bradi3g21093	GO:0005515
Bradi3g21094	
Bradi3g21096	GO:0005515
Bradi3g21100	
Bradi3g21110	GO:0005515
Bradi3g21117	GO:0003824, GO:0004553, GO:0004559, GO:0005975, GO:0006013, GO:0008270, GO:0015923, GO:0030246
Bradi3g21127	GO:0016788
Bradi3g21140	
Bradi3g21150	
Bradi3g21160	
Bradi3g21175	GO:0005515
Bradi3g21180	GO:0005525, GO:0007165, GO:0007264, GO:0015031, GO:0016020,  GO:0005525, GO:0007264, GO:0015031
Bradi3g21190	
Bradi3g21200	GO:0004177, GO:0005622, GO:0005737, GO:0006508, GO:0008235, GO:0019538, GO:0030145
Bradi3g21203	
Bradi3g21210	
Bradi3g21215	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g21220	
Bradi3g21230	GO:0003723, GO:0003735, GO:0005622, GO:0005730, GO:0005840, GO:0006412
Bradi3g21240	
Bradi3g21250	
Bradi3g21270	
Bradi3g21274	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi3g21280	
Bradi3g21284	
Bradi3g21287	
Bradi3g21300	GO:0016021
Bradi3g21307	
Bradi3g21310	GO:0003924, GO:0005509, GO:0005525, GO:0005622, GO:0005739, GO:0007005, GO:0007165, GO:0007264, GO:0015031, GO:0016020, GO:0031307
Bradi3g21317	GO:0003924, GO:0004871, GO:0007165, GO:0007186, GO:0016715, GO:0019001, GO:0031683, GO:0055114
Bradi3g21330	GO:0006813, GO:0008324
Bradi3g21341	GO:0004553, GO:0005975
Bradi3g21350	GO:0004185, GO:0006508
Bradi3g21355	
Bradi3g21360	GO:0000166, GO:0003676
Bradi3g21365	
Bradi3g21370	GO:0016021, GO:0019835, GO:0050829
Bradi3g21380	
Bradi3g21390	
Bradi3g21400	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi3g21411	
Bradi3g21431	GO:0006508, GO:0008234
Bradi3g21440	
Bradi3g21450	GO:0003682, GO:0008168,  GO:0008168
Bradi3g21456	
Bradi3g21460	GO:0046983
Bradi3g21463	
Bradi3g21465	
Bradi3g21466	
Bradi3g21469	
Bradi3g21470	GO:0000287, GO:0005524, GO:0005622, GO:0032957, GO:0047325, GO:0052725, GO:0052726
Bradi3g21471	GO:0003676, GO:0008270
Bradi3g21472	
Bradi3g21480	GO:0003677, GO:0003700, GO:0006355, GO:0043565
Bradi3g21490	GO:0005515
Bradi3g21500	GO:0016491, GO:0055114
Bradi3g21505	
Bradi3g21511	
Bradi3g21520	
Bradi3g21530	
Bradi3g21541	
Bradi3g21550	GO:0004185, GO:0006508
Bradi3g21560	GO:0004185, GO:0006508
Bradi3g21562	
Bradi3g21565	GO:0004185, GO:0006508
Bradi3g21570	GO:0004185, GO:0006508
Bradi3g21575	
Bradi3g21580	GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544
Bradi3g21588	GO:0000012, GO:0003684, GO:0005488, GO:0005634
Bradi3g21597	GO:0008168
Bradi3g21610	
Bradi3g21620	GO:0004252, GO:0006508
Bradi3g21630	GO:0005515
Bradi3g21640	GO:0005215, GO:0006810, GO:0016020, GO:0055085
Bradi3g21650	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g21661	GO:0005515, GO:0008270
Bradi3g21670	
Bradi3g21680	GO:0005525, GO:0005622, GO:0006886, GO:0007264
Bradi3g21690	GO:0003677, GO:0043565
Bradi3g21700	GO:0003723, GO:0008168
Bradi3g21710	
Bradi3g21721	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g21730	
Bradi3g21740	
Bradi3g21741	
Bradi3g21744	
Bradi3g21747	
Bradi3g21760	
Bradi3g21793	GO:0005515
Bradi3g21806	GO:0005516, GO:0006950
Bradi3g21852	GO:0003723
Bradi3g21898	
Bradi3g21944	
Bradi3g21967	GO:0003824
Bradi3g21990	
Bradi3g22000	
Bradi3g22010	
Bradi3g22015	
Bradi3g22020	
Bradi3g22023	
Bradi3g22030	
Bradi3g22032	
Bradi3g22040	GO:0003700, GO:0006355, GO:0043565
Bradi3g22043	
Bradi3g22044	
Bradi3g22045	
Bradi3g22047	
Bradi3g22048	
Bradi3g22050	GO:0004518
Bradi3g22060	GO:0003824, GO:0003885, GO:0016020, GO:0016491, GO:0016614, GO:0050660, GO:0055114
Bradi3g22070	
Bradi3g22081	
Bradi3g22090	
Bradi3g22133	
Bradi3g22151	
Bradi3g22169	
Bradi3g22215	
Bradi3g22240	
Bradi3g22290	GO:0003677, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g22297	GO:0003677
Bradi3g22307	GO:0003676, GO:0003723
Bradi3g22317	GO:0005507, GO:0016491, GO:0055114
Bradi3g22330	GO:0005978, GO:0008878, GO:0009058, GO:0016779
Bradi3g22333	
Bradi3g22336	
Bradi3g22340	GO:0003872, GO:0005524, GO:0006002, GO:0006096, GO:0047334
Bradi3g22341	
Bradi3g22345	GO:0016020, GO:0016760, GO:0030244
Bradi3g22350	
Bradi3g22357	
Bradi3g22370	GO:0004407, GO:0016575
Bradi3g22376	
Bradi3g22380	GO:0006367, GO:0043565
Bradi3g22387	GO:0004072, GO:0004412, GO:0006520, GO:0008152, GO:0008652, GO:0009067, GO:0016491, GO:0016597, GO:0050661, GO:0055114,  GO:0004072, GO:0006520, GO:0008152, GO:0008652, GO:0016491, GO:0016597, GO:0050661, GO:0055114
Bradi3g22400	GO:0005215, GO:0005622, GO:0006810
Bradi3g22407	
Bradi3g22410	GO:0006355
Bradi3g22420	GO:0006357, GO:0032777, GO:0035267
Bradi3g22430	GO:0000774, GO:0006457, GO:0042803, GO:0051087
Bradi3g22437	
Bradi3g22450	
Bradi3g22461	GO:0005515, GO:0008270
Bradi3g22472	
Bradi3g22480	
Bradi3g22495	
Bradi3g22510	
Bradi3g22515	
Bradi3g22520	GO:0043531
Bradi3g22527	GO:0016020, GO:0016021, GO:0022857
Bradi3g22538	GO:0043531
Bradi3g22550	GO:0000015, GO:0000287, GO:0004634, GO:0006096
Bradi3g22560	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g22570	GO:0000166, GO:0003676
Bradi3g22580	GO:0003904, GO:0006281
Bradi3g22590	
Bradi3g22595	
Bradi3g22600	
Bradi3g22605	
Bradi3g22610	GO:0000387, GO:0005829, GO:0005886, GO:0006821, GO:0006884, GO:0034709, GO:0034715
Bradi3g22620	
Bradi3g22635	GO:0005509
Bradi3g22650	GO:0003676
Bradi3g22660	GO:0003995, GO:0003997, GO:0005777, GO:0006631, GO:0006635, GO:0008152, GO:0016627, GO:0050660, GO:0055114,  GO:0003995, GO:0008152, GO:0016627, GO:0050660, GO:0055114
Bradi3g22670	
Bradi3g22680	GO:0003676, GO:0004386, GO:0005524
Bradi3g22682	
Bradi3g22687	
Bradi3g22689	
Bradi3g22692	
Bradi3g22697	
Bradi3g22707	
Bradi3g22720	GO:0005515
Bradi3g22726	GO:0005515
Bradi3g22740	GO:0008152, GO:0008168
Bradi3g22750	
Bradi3g22760	GO:0000166, GO:0003676, GO:0004813, GO:0005524, GO:0005737, GO:0006419, GO:0016876, GO:0043039
Bradi3g22765	
Bradi3g22770	GO:0003677, GO:0005634, GO:0006351
Bradi3g22778	
Bradi3g22786	GO:0003824, GO:0016866
Bradi3g22791	
Bradi3g22799	
Bradi3g22802	GO:0003824, GO:0016866
Bradi3g22820	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114,  GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g22830	GO:0016747
Bradi3g22840	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g22850	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g22860	GO:0004867, GO:0005576
Bradi3g22870	GO:0000220, GO:0015078, GO:0015991, GO:0033179,  GO:0015078, GO:0015991, GO:0033179
Bradi3g22875	GO:0008375, GO:0016020
Bradi3g22880	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi3g22887	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g22897	GO:0003677, GO:0003824, GO:0005634, GO:0006367, GO:0009522, GO:0009579, GO:0015979, GO:0016021, GO:0032968
Bradi3g22908	
Bradi3g22920	GO:0016020, GO:0016192
Bradi3g22930	GO:0005975, GO:0016868, GO:0071704
Bradi3g22940	
Bradi3g22950	GO:0016747
Bradi3g22960	GO:0016491
Bradi3g22970	
Bradi3g22980	GO:0008270, GO:0016491, GO:0055114
Bradi3g22991	
Bradi3g23000	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi3g23010	GO:0016747
Bradi3g23020	GO:0003677
Bradi3g23025	
Bradi3g23030	
Bradi3g23040	GO:0005509
Bradi3g23050	
Bradi3g23060	GO:0005198, GO:0005525, GO:0006614, GO:0019028
Bradi3g23066	GO:0016020, GO:0016021, GO:0022857
Bradi3g23072	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g23076	
Bradi3g23093	
Bradi3g23099	
Bradi3g23105	
Bradi3g23120	GO:0015018, GO:0016020
Bradi3g23130	
Bradi3g23140	GO:0016021
Bradi3g23142	
Bradi3g23150	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi3g23160	GO:0003824, GO:0009058, GO:0030170
Bradi3g23167	GO:0000124, GO:0003712
Bradi3g23180	
Bradi3g23190	
Bradi3g23200	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g23210	
Bradi3g23220	
Bradi3g23223	GO:0009521, GO:0009522, GO:0009579, GO:0009767, GO:0015979, GO:0016020, GO:0016021, GO:0016168, GO:0019684
Bradi3g23226	
Bradi3g23230	GO:0044237
Bradi3g23236	
Bradi3g23240	GO:0005509
Bradi3g23252	
Bradi3g23263	
Bradi3g23265	
Bradi3g23267	
Bradi3g23280	GO:0016747
Bradi3g23290	
Bradi3g23295	
Bradi3g23300	GO:0010038
Bradi3g23303	
Bradi3g23306	
Bradi3g23310	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g23320	
Bradi3g23330	GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020
Bradi3g23340	GO:0004733, GO:0008615, GO:0010181, GO:0016491, GO:0016638, GO:0055114
Bradi3g23341	
Bradi3g23344	
Bradi3g23347	
Bradi3g23348	
Bradi3g23350	
Bradi3g23360	GO:0005515
Bradi3g23369	
Bradi3g23373	
Bradi3g23377	
Bradi3g23379	
Bradi3g23380	
Bradi3g23451	
Bradi3g23485	
Bradi3g23520	
Bradi3g23555	
Bradi3g23590	GO:0005515
Bradi3g23675	
Bradi3g23800	GO:0003677, GO:0005515, GO:0005634,  GO:0005515
Bradi3g23841	
Bradi3g23880	
Bradi3g23920	
Bradi3g23940	
Bradi3g23961	
Bradi3g24000	GO:0003677, GO:0003700, GO:0006355
Bradi3g24010	
Bradi3g24076	
Bradi3g24142	
Bradi3g24176	
Bradi3g24210	
Bradi3g24410	GO:0004553, GO:0005975
Bradi3g24414	
Bradi3g24417	GO:0003824, GO:0003989, GO:0004075, GO:0005524, GO:0006633, GO:0016874, GO:0046872
Bradi3g24425	
Bradi3g24441	GO:0003677
Bradi3g24450	GO:0005515
Bradi3g24550	GO:0008270
Bradi3g24650	
Bradi3g24656	
Bradi3g24662	GO:0003677
Bradi3g24674	
Bradi3g24676	
Bradi3g24680	GO:0005509
Bradi3g24690	GO:0005515
Bradi3g24691	
Bradi3g24693	
Bradi3g24696	
Bradi3g24700	
Bradi3g24710	GO:0005634
Bradi3g24715	
Bradi3g24720	GO:0000166, GO:0003676
Bradi3g24730	GO:0015986, GO:0045261, GO:0046933, GO:0046961
Bradi3g24740	GO:0003676
Bradi3g24743	
Bradi3g24746	
Bradi3g24750	GO:0005618, GO:0030599, GO:0042545
Bradi3g24757	
Bradi3g24760	
Bradi3g24809	
Bradi3g24826	
Bradi3g24859	
Bradi3g24892	
Bradi3g24960	GO:0005488
Bradi3g25004	GO:0003824, GO:0008152
Bradi3g25093	
Bradi3g25181	GO:0006633, GO:0050080
Bradi3g25226	GO:0003824,  GO:0003824, GO:0004560
Bradi3g25298	
Bradi3g25370	GO:0016787
Bradi3g25376	
Bradi3g25380	GO:0005515, GO:0008270
Bradi3g25392	
Bradi3g25404	GO:0005515
Bradi3g25477	
Bradi3g25554	
Bradi3g25580	GO:0016491, GO:0055114
Bradi3g25592	GO:0003824
Bradi3g25594	
Bradi3g25597	GO:0003677
Bradi3g25600	GO:0004512, GO:0006021, GO:0008654
Bradi3g25607	
Bradi3g25620	
Bradi3g25633	
Bradi3g25635	
Bradi3g25640	
Bradi3g25642	
Bradi3g25649	
Bradi3g25658	
Bradi3g25661	
Bradi3g25664	
Bradi3g25665	
Bradi3g25668	
Bradi3g25669	
Bradi3g25670	GO:0003677, GO:0006355
Bradi3g25671	
Bradi3g25672	
Bradi3g25680	GO:0005515, GO:0008270
Bradi3g25746	
Bradi3g25790	
Bradi3g25812	
Bradi3g25880	GO:0000287, GO:0004427, GO:0005737, GO:0006796
Bradi3g25882	
Bradi3g25884	
Bradi3g25886	
Bradi3g25888	
Bradi3g25891	
Bradi3g25895	GO:0003676, GO:0006355, GO:0008270
Bradi3g25910	GO:0003872, GO:0006002, GO:0006096
Bradi3g25921	
Bradi3g25925	
Bradi3g25930	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g26040	
Bradi3g26084	
Bradi3g26130	
Bradi3g26147	
Bradi3g26160	GO:0005515
Bradi3g26182	
Bradi3g26190	
Bradi3g26206	
Bradi3g26221	
Bradi3g26252	
Bradi3g26275	
Bradi3g26298	
Bradi3g26344	
Bradi3g26370	
Bradi3g26377	
Bradi3g26386	
Bradi3g26391	
Bradi3g26396	
Bradi3g26400	GO:0000166, GO:0000287, GO:0004012, GO:0005524, GO:0015914, GO:0016021, GO:0046872
Bradi3g26410	
Bradi3g26512	
Bradi3g26526	
Bradi3g26542	
Bradi3g26630	
Bradi3g26631	
Bradi3g26633	
Bradi3g26636	
Bradi3g26640	
Bradi3g26647	
Bradi3g26655	GO:0008152, GO:0016746
Bradi3g26660	GO:0005506, GO:0016491, GO:0016705, GO:0031418, GO:0055114
Bradi3g26665	GO:0003677, GO:0006355
Bradi3g26670	
Bradi3g26675	
Bradi3g26680	GO:0008152, GO:0008168
Bradi3g26690	GO:0003677, GO:0006355
Bradi3g26694	
Bradi3g26697	GO:0003676, GO:0003723
Bradi3g26710	
Bradi3g26717	
Bradi3g26730	GO:0005673, GO:0006367
Bradi3g26737	GO:0016491, GO:0045454, GO:0050660, GO:0055114
Bradi3g26741	GO:0005515
Bradi3g26745	
Bradi3g26750	GO:0005515
Bradi3g26762	GO:0017148, GO:0030598
Bradi3g26770	GO:0005515
Bradi3g26780	GO:0005515,  GO:0005515, GO:0006508, GO:0008236,  GO:0006508, GO:0008236
Bradi3g26787	
Bradi3g26800	GO:0005515, GO:0008080,  GO:0008080
Bradi3g26811	
Bradi3g26820	
Bradi3g26827	GO:0003824, GO:0006633, GO:0008152, GO:0008610, GO:0016020, GO:0016747
Bradi3g26840	GO:0004553, GO:0005975
Bradi3g26850	GO:0004553, GO:0005975
Bradi3g26860	
Bradi3g26870	
Bradi3g26880	GO:0000786, GO:0003677, GO:0005634, GO:0046982
Bradi3g26890	GO:0000166, GO:0005388, GO:0005524, GO:0016020, GO:0016021, GO:0046872, GO:0070588
Bradi3g26900	
Bradi3g26910	GO:0003676, GO:0046872
Bradi3g26920	GO:0003700, GO:0005634, GO:0006355, GO:0043565
Bradi3g26925	
Bradi3g26930	GO:0010309, GO:0055114
Bradi3g26939	
Bradi3g26944	GO:0003676, GO:0008270
Bradi3g26948	
Bradi3g26955	
Bradi3g26958	
Bradi3g26967	GO:0015996, GO:0047746
Bradi3g26973	GO:0005515
Bradi3g26980	
Bradi3g26990	GO:0005515
Bradi3g27000	GO:0008271, GO:0008272, GO:0009507, GO:0015116, GO:0016020, GO:0016021, GO:0055085
Bradi3g27007	GO:0016765
Bradi3g27020	GO:0046856
Bradi3g27023	
Bradi3g27027	GO:0005515
Bradi3g27040	
Bradi3g27047	
Bradi3g27050	
Bradi3g27058	GO:0004672, GO:0004713, GO:0005509, GO:0005515, GO:0005524, GO:0006468, GO:0030247
Bradi3g27067	GO:0005515
Bradi3g27068	
Bradi3g27071	
Bradi3g27074	GO:0005515
Bradi3g27081	GO:0005515
Bradi3g27085	GO:0005515
Bradi3g27090	GO:0001522, GO:0003723, GO:0009451, GO:0009982
Bradi3g27110	GO:0003723
Bradi3g27120	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g27136	GO:0003676, GO:0005634, GO:0008270
Bradi3g27150	
Bradi3g27160	GO:0005515
Bradi3g27170	
Bradi3g27180	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g27190	GO:0003677, GO:0006352
Bradi3g27197	GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544
Bradi3g27210	GO:0010181, GO:0016491, GO:0045892
Bradi3g27215	
Bradi3g27220	GO:0016021, GO:0055085
Bradi3g27232	GO:0003677
Bradi3g27240	GO:0008375, GO:0016020
Bradi3g27244	
Bradi3g27246	GO:0003333, GO:0015171, GO:0016020
Bradi3g27252	GO:0000166, GO:0000176, GO:0003676, GO:0003824, GO:0005622, GO:0006139, GO:0006396, GO:0008408, GO:0044237
Bradi3g27260	GO:0004373
Bradi3g27262	
Bradi3g27265	GO:0016020, GO:0055114
Bradi3g27267	GO:0016651, GO:0048038, GO:0051287, GO:0055114
Bradi3g27269	GO:0016651, GO:0048038, GO:0051287, GO:0055114
Bradi3g27273	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g27277	GO:0000287, GO:0015977, GO:0016984
Bradi3g27281	GO:0005524, GO:0015986, GO:0015991, GO:0015992, GO:0016820, GO:0033178, GO:0046034, GO:0046933
Bradi3g27285	GO:0015986, GO:0045261, GO:0046933, GO:0046961
Bradi3g27286	GO:0009521, GO:0009767, GO:0016020, GO:0016168, GO:0019684
Bradi3g27288	GO:0009523, GO:0009539, GO:0015979, GO:0042549
Bradi3g27289	GO:0003735, GO:0006412, GO:0015935
Bradi3g27291	GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:0015935
Bradi3g27292	
Bradi3g27293	
Bradi3g27294	
Bradi3g27295	GO:0003735, GO:0005840, GO:0006412, GO:0019843
Bradi3g27296	
Bradi3g27297	
Bradi3g27300	GO:0003735, GO:0005840, GO:0006412, GO:0015934
Bradi3g27303	GO:0003735, GO:0005840, GO:0006412
Bradi3g27309	
Bradi3g27311	GO:0003735, GO:0005840, GO:0006412
Bradi3g27312	GO:0009055, GO:0009767, GO:0016020, GO:0016491, GO:0042651, GO:0045156
Bradi3g27315	GO:0009055, GO:0016020, GO:0016491, GO:0022904
Bradi3g27325	GO:0000287, GO:0015977, GO:0016984
Bradi3g27328	GO:0009522, GO:0015979
Bradi3g27330	GO:0016021
Bradi3g27333	GO:0005506, GO:0009055, GO:0015979, GO:0020037, GO:0031361
Bradi3g27335	GO:0009523, GO:0009539, GO:0015979, GO:0016020
Bradi3g27337	GO:0009523, GO:0009539, GO:0015979, GO:0016020
Bradi3g27339	
Bradi3g27341	
Bradi3g27343	
Bradi3g27346	
Bradi3g27350	
Bradi3g27360	
Bradi3g27370	GO:0051260
Bradi3g27381	GO:0006511
Bradi3g27390	
Bradi3g27400	GO:0005515
Bradi3g27407	GO:0016788
Bradi3g27420	
Bradi3g27430	GO:0005515, GO:0008270
Bradi3g27440	GO:0005576, GO:0009664
Bradi3g27450	GO:0005576, GO:0009664
Bradi3g27460	GO:0005576, GO:0009664
Bradi3g27470	GO:0005576, GO:0009664
Bradi3g27480	GO:0000166, GO:0003676, GO:0003723, GO:0005634, GO:0006397
Bradi3g27489	
Bradi3g27492	
Bradi3g27500	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g27503	
Bradi3g27506	GO:0003824
Bradi3g27512	
Bradi3g27520	GO:0003700, GO:0005667, GO:0006355, GO:0007049
Bradi3g27537	
Bradi3g27543	
Bradi3g27550	GO:0030001, GO:0046872
Bradi3g27570	GO:0005525, GO:0005622, GO:0007165, GO:0007264, GO:0015031, GO:0016020
Bradi3g27580	GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0030246
Bradi3g27590	GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0030246
Bradi3g27600	GO:0004618, GO:0006096, GO:0006400, GO:0008176
Bradi3g27610	GO:0008152, GO:0016758
Bradi3g27630	GO:0005515
Bradi3g27640	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g27647	GO:0005524, GO:0016887
Bradi3g27660	GO:0043565
Bradi3g27663	GO:0003677
Bradi3g27667	GO:0003677
Bradi3g27670	
Bradi3g27680	GO:0005315, GO:0006817, GO:0016021, GO:0055085
Bradi3g27690	GO:0003677, GO:0003700, GO:0006355
Bradi3g27700	GO:0005515, GO:0008270
Bradi3g27720	
Bradi3g27730	
Bradi3g27735	GO:0009512
Bradi3g27740	
Bradi3g27745	
Bradi3g27750	GO:0003677, GO:0005515, GO:0005634, GO:0006351
Bradi3g27754	
Bradi3g27760	GO:0003677
Bradi3g27770	
Bradi3g27775	GO:0003677
Bradi3g27780	
Bradi3g27790	GO:0006139, GO:0008168
Bradi3g27795	
Bradi3g27800	GO:0015105, GO:0015700, GO:0016021
Bradi3g27807	GO:0016020, GO:0051260
Bradi3g27813	GO:0000287, GO:0003677, GO:0009036, GO:0009307
Bradi3g27820	
Bradi3g27821	
Bradi3g27822	
Bradi3g27827	
Bradi3g27840	
Bradi3g27845	
Bradi3g27847	
Bradi3g27849	
Bradi3g27852	GO:0008289
Bradi3g27854	GO:0008152, GO:0016491
Bradi3g27856	GO:0003676, GO:0008270
Bradi3g27860	GO:0005515
Bradi3g27870	
Bradi3g27877	GO:0003824, GO:0004356, GO:0006542, GO:0006807, GO:0016787
